Exercício: 2024
Período: 6o. bimestre
Escopo: Estados/DF
Anexo 03 - Demonstrativo da Receita Corrente Líquida
Tabela: Receita Corrente Líquida
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-11>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";1883016761,61
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-11>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";1883016761,61
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-11>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (IX) = (V - VI - VII - VIII)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal";1883016761,61
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";2552160725,44
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";1672437471,19
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"ICMS";"siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB";1369472337,45
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"IPVA";"siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB";87533124,17
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"ITCD";"siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB";18658180,71
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";164847003,54
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";31926825,32
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";140234469,66
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";43463968,99
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";32740819,09
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";10723149,9
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";61458312,2
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";625476237,69
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"Cota-Parte do FPE";"siconfi-cor_RREO3CotaParteDoFPE";279547885,45
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";11175280,07
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";168346629,22
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";166406442,95
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";9090265,71
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";817603313,1
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"Transferências Constitucionais e Legais";"siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais";400646650,85
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";140234469,66
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";69399,73
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";779026,62
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";275873766,24
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";1734557412,34
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";1734557412,34
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-10>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (IX) = (V - VI - VII - VIII)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal";1734557412,34
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";2243053825,65
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";1538920428,33
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"ICMS";"siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB";1306643144,97
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"IPVA";"siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB";73512843,23
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"ITCD";"siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB";31090766,45
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";91975799,95
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";35697873,73
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";113139080,17
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";47934141,62
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";39893051,67
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";8041089,95
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";61023209,05
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";470448757,21
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"Cota-Parte do FPE";"siconfi-cor_RREO3CotaParteDoFPE";175870848,95
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";13128917,3
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";130818029,03
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";150630961,93
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";11588209,27
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";747108108,31
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"Transferências Constitucionais e Legais";"siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais";383417464,19
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";113139080,17
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";2556446,67
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";935904,1
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";247059213,18
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";1495945717,34
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"( - ) Transferências obrigatórias da União relativas às emendas individuais (art. 166-A, § 1º, da CF) (IV)";"siconfi-cor_RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais";339086,09
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";1495606631,25
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"( - ) Transferências obrigatórias da União relativas às emendas de bancada (art. 166, § 16, da CF) (VI)";"siconfi-cor_RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasDeBancada";370819,6
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-9>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (IX) = (V - VI - VII - VIII)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal";1495235811,65
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";2472860690,54
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";1778041387,27
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"ICMS";"siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB";1401922913,43
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"IPVA";"siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB";86491344,11
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"ITCD";"siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB";75351519,57
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";176493615,21
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";37781994,95
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";72314018,92
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";54463730,34
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";38746341,57
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";15717388,77
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";73301988,89
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";478289506,59
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"Cota-Parte do FPE";"siconfi-cor_RREO3CotaParteDoFPE";184812983,17
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";11353875,84
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";124899726,66
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";157222920,92
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";16450058,53
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";765793801,74
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"Transferências Constitucionais e Legais";"siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais";416898948,53
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";72314018,92
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";2681373,01
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";892587,11
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";273006874,17
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";1707066888,8
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";1707066888,8
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-8>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (IX) = (V - VI - VII - VIII)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal";1707066888,8
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";2450939749,67
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";1604688188,51
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"ICMS";"siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB";1330377447,93
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"IPVA";"siconfi-cor_IPVALiquidoExcetoTransferenciasEFUNDEB";75389459,32
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"ITCD";"siconfi-cor_ITCDLiquidoExcetoTransferenciasEFUNDEB";25999344,16
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"IRRF";"siconfi-cor_IRRFLiquidoExcetoTransferenciasEFUNDEB";131961481,09
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"Outros Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_OutrasReceitasTributarias";40960456,01
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"Contribuições";"siconfi-cor_RREO3ReceitaDeContribuicoes";120976609,32
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"Receita Patrimonial";"siconfi-cor_RREO3ReceitaPatrimonial";47830305,75
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"Rendimentos de Aplicação Financeira";"siconfi-cor_RendimentosDeAplicacaoFinanceira";37394487,69
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"Outras Receitas Patrimoniais";"siconfi-cor_OutrasReceitasPatrimoniais";10435818,06
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"Receita de Serviços";"siconfi-cor_RREO3ReceitaDeServicos";77585444,11
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"Transferências Correntes";"siconfi-cor_RREO3TransferenciasCorrentes";586186383,86
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"Cota-Parte do FPE";"siconfi-cor_RREO3CotaParteDoFPE";215754010,14
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"Transferências da LC nº 61/1989";"siconfi-cor_RREO3TransferenciasDaLC611989";11950337,38
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"Transferências do FUNDEB";"siconfi-cor_RREO3TransferenciasDoFUNDEB";152124228,91
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"Outras Transferências Correntes";"siconfi-cor_RREO3OutrasTransferenciasCorrentes";206357807,43
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"Outras Receitas Correntes";"siconfi-cor_RREO3OutrasReceitasCorrentes";13672818,12
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"DEDUÇÕES (II)";"siconfi-cor_DeducoesDaReceitaCorrenteLiquida";775454601,04
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"Transferências Constitucionais e Legais";"siconfi-cor_ReceitaDeTransferenciasConstitucionaisELegais";394036328,22
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"Contrib. do Servidor para o Plano de Previdência";"siconfi-cor_ContribuicaoDoServidorParaOPlanoDePrevidencia";120976609,32
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"Compensações Financ. entre Regimes Previdência";"siconfi-cor_CompensacaoFinanceiraEntreRegimesPrevidencia";2354154,64
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"Rendimentos de Aplicações de Recursos Previdenciários";"siconfi-cor_RendimentosDeAplicacoesDeRecursosPrevidenciarios";513014,11
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"Dedução de Receita para Formação do FUNDEB";"siconfi-cor_DeducaoDeReceitaParaFormacaoDoFUNDEB";257574494,75
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"RECEITA CORRENTE LÍQUIDA (III) = (I - II)";"siconfi-cor_RREO3ReceitaCorrenteLiquida";1675485148,63
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"( - ) Transferências obrigatórias da União relativas às emendas individuais (art. 166-A, § 1º, da CF) (IV)";"siconfi-cor_RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasIndividuais";42205794,00
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DE ENDIVIDAMENTO (V) = (III - IV)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDeEndividamento";1633279354,63
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"( - ) Transferências obrigatórias da União relativas às emendas de bancada (art. 166, § 16, da CF) (VI)";"siconfi-cor_RREO3TransferenciasObrigatoriasDaUniaoRelativasAsEmendasDeBancada";12602471,00
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-7>";"RECEITA CORRENTE LÍQUIDA AJUSTADA PARA CÁLCULO DOS LIMITES DA DESPESA COM PESSOAL (IX) = (V - VI - VII - VIII)";"siconfi-cor_RREO3ReceitaCorrenteLiquidaAjustadaParaCalculoDosLimitesDaDespesaComPessoal";1620676883,63
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-6>";"RECEITAS CORRENTES (I)";"siconfi-cor_ReceitasCorrentesLiquidasExcetoTransferenciasEFUNDEB";2447991911,68
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-6>";"Impostos, Taxas e Contribuições de Melhoria";"siconfi-cor_ReceitaTributariaLiquidaExcetoTransferenciasEFUNDEB";1620289135,95
Governo do Estado do Mato Grosso do Sul;50;MS;2833742;"<MR-6>";"ICMS";"siconfi-cor_ICMSLiquidoExcetoTransferenciasEFUNDEB";1362003868,83
