Exercício: 2024
Período: 2o. bimestre
Escopo: Estados/DF
Anexo 06 - Demonstrativo do Resultado Primário e Nominal
Tabela: Meta Fiscal para o Resultado Primário
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado da Paraíba;25;PB;4030961;"VALOR CORRENTE";"Meta fixada no Anexo de Metas Fiscais da LDO para o exercício de referência";"siconfi-cor_RREO6MetaDeResultadoPrimarioFixadaNoAnexoDeMetasFiscaisDaLDOParaOExercicioDeReferencia";1132186000,00
Governo do Estado de Sergipe;28;SE;2211868;"VALOR CORRENTE";"Meta fixada no Anexo de Metas Fiscais da LDO para o exercício de referência";"siconfi-cor_RREO6MetaDeResultadoPrimarioFixadaNoAnexoDeMetasFiscaisDaLDOParaOExercicioDeReferencia";187457000,00
Governo do Estado de Roraima;14;RR;634805;"VALOR CORRENTE";"Meta fixada no Anexo de Metas Fiscais da LDO para o exercício de referência";"siconfi-cor_RREO6MetaDeResultadoPrimarioFixadaNoAnexoDeMetasFiscaisDaLDOParaOExercicioDeReferencia";-132015868,00
Governo do Estado de Pernambuco;26;PE;9051113;"VALOR CORRENTE";"Meta fixada no Anexo de Metas Fiscais da LDO para o exercício de referência";"siconfi-cor_RREO6MetaDeResultadoPrimarioFixadaNoAnexoDeMetasFiscaisDaLDOParaOExercicioDeReferencia";-322482600,00
Governo do Estado do Amazonas;13;AM;3952262;"VALOR CORRENTE";"Meta fixada no Anexo de Metas Fiscais da LDO para o exercício de referência";"siconfi-cor_RREO6MetaDeResultadoPrimarioFixadaNoAnexoDeMetasFiscaisDaLDOParaOExercicioDeReferencia";392893000,00
Governo do Estado de São Paulo;35;SP;46024937;"VALOR CORRENTE";"Meta fixada no Anexo de Metas Fiscais da LDO para o exercício de referência";"siconfi-cor_RREO6MetaDeResultadoPrimarioFixadaNoAnexoDeMetasFiscaisDaLDOParaOExercicioDeReferencia";18704000000,00
Governo do Estado do Rio Grande do Norte;24;RN;3303953;"VALOR CORRENTE";"Meta fixada no Anexo de Metas Fiscais da LDO para o exercício de referência";"siconfi-cor_RREO6MetaDeResultadoPrimarioFixadaNoAnexoDeMetasFiscaisDaLDOParaOExercicioDeReferencia";256033000,00
Governo do Estado de Alagoas;27;AL;3125254;"VALOR CORRENTE";"Meta fixada no Anexo de Metas Fiscais da LDO para o exercício de referência";"siconfi-cor_RREO6MetaDeResultadoPrimarioFixadaNoAnexoDeMetasFiscaisDaLDOParaOExercicioDeReferencia";-547050000,00
Governo do Estado do Piauí;22;PI;3270174;"VALOR CORRENTE";"Meta fixada no Anexo de Metas Fiscais da LDO para o exercício de referência";"siconfi-cor_RREO6MetaDeResultadoPrimarioFixadaNoAnexoDeMetasFiscaisDaLDOParaOExercicioDeReferencia";260636000,00
Governo do Estado do Amapá;16;AP;774268;"VALOR CORRENTE";"Meta fixada no Anexo de Metas Fiscais da LDO para o exercício de referência";"siconfi-cor_RREO6MetaDeResultadoPrimarioFixadaNoAnexoDeMetasFiscaisDaLDOParaOExercicioDeReferencia";-182391223,72
Governo do Estado do Rio de Janeiro;33;RJ;16615526;"VALOR CORRENTE";"Meta fixada no Anexo de Metas Fiscais da LDO para o exercício de referência";"siconfi-cor_RREO6MetaDeResultadoPrimarioFixadaNoAnexoDeMetasFiscaisDaLDOParaOExercicioDeReferencia";2153816000,00
Governo do Estado do Acre;12;AC;829780;"VALOR CORRENTE";"Meta fixada no Anexo de Metas Fiscais da LDO para o exercício de referência";"siconfi-cor_RREO6MetaDeResultadoPrimarioFixadaNoAnexoDeMetasFiscaisDaLDOParaOExercicioDeReferencia";587009000,00
Governo do Estado do Paraná;41;PR;11835379;"VALOR CORRENTE";"Meta fixada no Anexo de Metas Fiscais da LDO para o exercício de referência";"siconfi-cor_RREO6MetaDeResultadoPrimarioFixadaNoAnexoDeMetasFiscaisDaLDOParaOExercicioDeReferencia";-108260549,00
Governo do Estado do Ceará;23;CE;8936431;"VALOR CORRENTE";"Meta fixada no Anexo de Metas Fiscais da LDO para o exercício de referência";"siconfi-cor_RREO6MetaDeResultadoPrimarioFixadaNoAnexoDeMetasFiscaisDaLDOParaOExercicioDeReferencia";-634143000,00
Governo do Distrito Federal;53;DF;2923369;"VALOR CORRENTE";"Meta fixada no Anexo de Metas Fiscais da LDO para o exercício de referência";"siconfi-cor_RREO6MetaDeResultadoPrimarioFixadaNoAnexoDeMetasFiscaisDaLDOParaOExercicioDeReferencia";-971089689,00
Governo do Estado do Pará;15;PA;8442962;"VALOR CORRENTE";"Meta fixada no Anexo de Metas Fiscais da LDO para o exercício de referência";"siconfi-cor_RREO6MetaDeResultadoPrimarioFixadaNoAnexoDeMetasFiscaisDaLDOParaOExercicioDeReferencia";146708803,00
Governo do Estado do Rio Grande do Sul;43;RS;11088065;"VALOR CORRENTE";"Meta fixada no Anexo de Metas Fiscais da LDO para o exercício de referência";"siconfi-cor_RREO6MetaDeResultadoPrimarioFixadaNoAnexoDeMetasFiscaisDaLDOParaOExercicioDeReferencia";-3511400000,00
