Exercício: 2018
Período: 6o. bimestre
Escopo: Estados/DF
Anexo 01 - Balanço Orçamentário
Tabela: Despesas Orçamentárias
Instituição;Cod.IBGE;UF;População;Coluna;Conta;Identificador da Conta;Valor
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"PESSOAL E ENCARGOS SOCIAIS";"siconfi-cor_PessoalEEncargosSociais";12032974436,01
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"JUROS E ENCARGOS DA DÍVIDA";"siconfi-cor_JurosEEncargosDaDivida";424797017,81
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"OUTRAS DESPESAS CORRENTES";"siconfi-cor_OutrasDespesasCorrentes";4232521889,8
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"Transferências a Municípios";"siconfi-cor_TransferenciasAMunicipios";122432924,93
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"Demais Despesas Correntes";"siconfi-cor_DemaisDespesasCorrentes";4110088964,87
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"DESPESAS DE CAPITAL";"siconfi-cor_DespesasDeCapital";2434393126,82
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"INVESTIMENTOS";"siconfi-cor_Investimentos";1870588291,55
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"INVERSÕES FINANCEIRAS";"siconfi-cor_InversoesFinanceiras";7562076,9
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"AMORTIZAÇÃO DA DÍVIDA";"siconfi-cor_AmortizacaoDaDivida";556242758,37
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"RESERVA DE CONTINGÊNCIA";"siconfi-cor_ReservaDeContingencia";114669936,55
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"DESPESAS (INTRA-ORÇAMENTÁRIAS) (IX)";"siconfi-cor_DespesasIntraOrcamentariasTotal";1582218456,07
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"SUBTOTAL DAS DESPESAS (X) = (VIII + IX)";"siconfi-cor_SubtotalDasDespesas";20821574863,06
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"AMORTIZAÇÃO DA DÍVIDA/REFINANCIAMENTO (XI)";"siconfi-cor_AmortizacaoRefinanciamentoDaDivida";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"Amortização da Dívida Interna";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaInterna";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"Dívida Mobiliária";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaInternaMobiliaria";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"Outras Dívidas";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaInternaOutrasDividas";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"Amortização da Dívida Externa";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaExterna";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"Dívida Mobiliária";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaExternaMobiliaria";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"Outras Dívidas";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaExternaOutrasDividas";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"SUBTOTAL COM REFINANCIAMENTO (XII) = (X + XI)";"siconfi-cor_SubtotalDespesasComRefinanciamento";20821574863,06
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"TOTAL (XIV) = (XII + XIII)";"siconfi-cor_TotalDespesas";20821574863,06
Governo do Estado do Mato Grosso;51;MT;3305531;"DOTAÇÃO ATUALIZADA (e)";"RESERVA DO RPPS";"siconfi-cor_ReservaDoRPPS";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (VIII)";"siconfi-cor_DespesasExcetoIntraOrcamentarias";2824194693,37
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"DESPESAS CORRENTES";"siconfi-cor_DespesasCorrentes";2805891691,75
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"PESSOAL E ENCARGOS SOCIAIS";"siconfi-cor_PessoalEEncargosSociais";2164536498,65
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"JUROS E ENCARGOS DA DÍVIDA";"siconfi-cor_JurosEEncargosDaDivida";18376538,03
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"OUTRAS DESPESAS CORRENTES";"siconfi-cor_OutrasDespesasCorrentes";622978655,07
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"Transferências a Municípios";"siconfi-cor_TransferenciasAMunicipios";30427311,34
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"Demais Despesas Correntes";"siconfi-cor_DemaisDespesasCorrentes";592551343,73
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"DESPESAS DE CAPITAL";"siconfi-cor_DespesasDeCapital";18303001,62
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"INVESTIMENTOS";"siconfi-cor_Investimentos";-7506150,06
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"INVERSÕES FINANCEIRAS";"siconfi-cor_InversoesFinanceiras";475287,07
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"AMORTIZAÇÃO DA DÍVIDA";"siconfi-cor_AmortizacaoDaDivida";25333864,61
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"DESPESAS (INTRA-ORÇAMENTÁRIAS) (IX)";"siconfi-cor_DespesasIntraOrcamentariasTotal";255992737,83
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"SUBTOTAL DAS DESPESAS (X) = (VIII + IX)";"siconfi-cor_SubtotalDasDespesas";3080187431,2
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"AMORTIZAÇÃO DA DÍVIDA/REFINANCIAMENTO (XI)";"siconfi-cor_AmortizacaoRefinanciamentoDaDivida";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"Amortização da Dívida Interna";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaInterna";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"Dívida Mobiliária";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaInternaMobiliaria";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"Outras Dívidas";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaInternaOutrasDividas";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"Amortização da Dívida Externa";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaExterna";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"Dívida Mobiliária";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaExternaMobiliaria";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"Outras Dívidas";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaExternaOutrasDividas";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"SUBTOTAL COM REFINANCIAMENTO (XII) = (X + XI)";"siconfi-cor_SubtotalDespesasComRefinanciamento";3080187431,2
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS NO BIMESTRE";"TOTAL (XIV) = (XII + XIII)";"siconfi-cor_TotalDespesas";3080187431,2
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (VIII)";"siconfi-cor_DespesasExcetoIntraOrcamentarias";17199441858,54
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"DESPESAS CORRENTES";"siconfi-cor_DespesasCorrentes";15703206346,84
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"PESSOAL E ENCARGOS SOCIAIS";"siconfi-cor_PessoalEEncargosSociais";11699028667,58
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"JUROS E ENCARGOS DA DÍVIDA";"siconfi-cor_JurosEEncargosDaDivida";399426917,21
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"OUTRAS DESPESAS CORRENTES";"siconfi-cor_OutrasDespesasCorrentes";3604750762,05
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"Transferências a Municípios";"siconfi-cor_TransferenciasAMunicipios";112008250,77
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"Demais Despesas Correntes";"siconfi-cor_DemaisDespesasCorrentes";3492742511,28
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"DESPESAS DE CAPITAL";"siconfi-cor_DespesasDeCapital";1496235511,7
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"INVESTIMENTOS";"siconfi-cor_Investimentos";975903457,22
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"INVERSÕES FINANCEIRAS";"siconfi-cor_InversoesFinanceiras";475355,07
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"AMORTIZAÇÃO DA DÍVIDA";"siconfi-cor_AmortizacaoDaDivida";519856699,41
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"DESPESAS (INTRA-ORÇAMENTÁRIAS) (IX)";"siconfi-cor_DespesasIntraOrcamentariasTotal";1481545633,88
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"SUBTOTAL DAS DESPESAS (X) = (VIII + IX)";"siconfi-cor_SubtotalDasDespesas";18680987492,42
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"AMORTIZAÇÃO DA DÍVIDA/REFINANCIAMENTO (XI)";"siconfi-cor_AmortizacaoRefinanciamentoDaDivida";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"Amortização da Dívida Interna";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaInterna";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"Dívida Mobiliária";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaInternaMobiliaria";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"Outras Dívidas";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaInternaOutrasDividas";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"Amortização da Dívida Externa";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaExterna";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"Dívida Mobiliária";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaExternaMobiliaria";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"Outras Dívidas";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaExternaOutrasDividas";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"SUBTOTAL COM REFINANCIAMENTO (XII) = (X + XI)";"siconfi-cor_SubtotalDespesasComRefinanciamento";18680987492,42
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"SUPERÁVIT (XIII)";"siconfi-cor_Superavit";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS EMPENHADAS ATÉ O BIMESTRE (f)";"TOTAL (XIV) = (XII + XIII)";"siconfi-cor_TotalDespesas";18680987492,42
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (VIII)";"siconfi-cor_DespesasExcetoIntraOrcamentarias";2039914548,45
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"DESPESAS CORRENTES";"siconfi-cor_DespesasCorrentes";987086996,78
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"PESSOAL E ENCARGOS SOCIAIS";"siconfi-cor_PessoalEEncargosSociais";333945768,43
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"JUROS E ENCARGOS DA DÍVIDA";"siconfi-cor_JurosEEncargosDaDivida";25370100,6
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"OUTRAS DESPESAS CORRENTES";"siconfi-cor_OutrasDespesasCorrentes";627771127,75
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"Transferências a Municípios";"siconfi-cor_TransferenciasAMunicipios";10424674,16
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"Demais Despesas Correntes";"siconfi-cor_DemaisDespesasCorrentes";617346453,59
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"DESPESAS DE CAPITAL";"siconfi-cor_DespesasDeCapital";938157615,12
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"INVESTIMENTOS";"siconfi-cor_Investimentos";894684834,33
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"INVERSÕES FINANCEIRAS";"siconfi-cor_InversoesFinanceiras";7086721,83
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"AMORTIZAÇÃO DA DÍVIDA";"siconfi-cor_AmortizacaoDaDivida";36386058,96
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"RESERVA DE CONTINGÊNCIA";"siconfi-cor_ReservaDeContingencia";114669936,55
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"DESPESAS (INTRA-ORÇAMENTÁRIAS) (IX)";"siconfi-cor_DespesasIntraOrcamentariasTotal";100672822,19
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"SUBTOTAL DAS DESPESAS (X) = (VIII + IX)";"siconfi-cor_SubtotalDasDespesas";2140587370,64
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"AMORTIZAÇÃO DA DÍVIDA/REFINANCIAMENTO (XI)";"siconfi-cor_AmortizacaoRefinanciamentoDaDivida";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"Amortização da Dívida Interna";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaInterna";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"Dívida Mobiliária";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaInternaMobiliaria";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"Outras Dívidas";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaInternaOutrasDividas";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"Amortização da Dívida Externa";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaExterna";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"Dívida Mobiliária";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaExternaMobiliaria";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"Outras Dívidas";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaExternaOutrasDividas";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"SALDO (g) = (e-f)";"SUBTOTAL COM REFINANCIAMENTO (XII) = (X + XI)";"siconfi-cor_SubtotalDespesasComRefinanciamento";2140587370,64
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (VIII)";"siconfi-cor_DespesasExcetoIntraOrcamentarias";3543127465,83
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"DESPESAS CORRENTES";"siconfi-cor_DespesasCorrentes";3197442984,78
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"PESSOAL E ENCARGOS SOCIAIS";"siconfi-cor_PessoalEEncargosSociais";2292577978,32
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"JUROS E ENCARGOS DA DÍVIDA";"siconfi-cor_JurosEEncargosDaDivida";50372746,89
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"OUTRAS DESPESAS CORRENTES";"siconfi-cor_OutrasDespesasCorrentes";854492259,57
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"Transferências a Municípios";"siconfi-cor_TransferenciasAMunicipios";32973811,58
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"Demais Despesas Correntes";"siconfi-cor_DemaisDespesasCorrentes";821518447,99
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"DESPESAS DE CAPITAL";"siconfi-cor_DespesasDeCapital";345684481,05
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"INVESTIMENTOS";"siconfi-cor_Investimentos";291408072,64
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"INVERSÕES FINANCEIRAS";"siconfi-cor_InversoesFinanceiras";475287,07
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"AMORTIZAÇÃO DA DÍVIDA";"siconfi-cor_AmortizacaoDaDivida";53801121,34
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"DESPESAS (INTRA-ORÇAMENTÁRIAS) (IX)";"siconfi-cor_DespesasIntraOrcamentariasTotal";267120348,03
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"SUBTOTAL DAS DESPESAS (X) = (VIII + IX)";"siconfi-cor_SubtotalDasDespesas";3810247813,86
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"AMORTIZAÇÃO DA DÍVIDA/REFINANCIAMENTO (XI)";"siconfi-cor_AmortizacaoRefinanciamentoDaDivida";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"Amortização da Dívida Interna";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaInterna";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"Dívida Mobiliária";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaInternaMobiliaria";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"Outras Dívidas";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaInternaOutrasDividas";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"Amortização da Dívida Externa";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaExterna";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"Dívida Mobiliária";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaExternaMobiliaria";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"Outras Dívidas";"siconfi-cor_AmortizacaoRefinanciamentoDaDividaExternaOutrasDividas";0,00
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"SUBTOTAL COM REFINANCIAMENTO (XII) = (X + XI)";"siconfi-cor_SubtotalDespesasComRefinanciamento";3810247813,86
Governo do Estado do Mato Grosso;51;MT;3305531;"DESPESAS LIQUIDADAS NO BIMESTRE";"TOTAL (XIV) = (XII + XIII)";"siconfi-cor_TotalDespesas";3810247813,86
